
	Saldo al	Soc.	Cta.mayor	Material	Texto breve de material	¡Val	       Stock total	UMB	Precio variable	       Valor total
	10/2021	PA04	1401130101	135509	LAMINA THYSSENKRUPP 210X290X0.51	2040	                2	UN	        177.59	           355.18
	10/2021	PA04	1401130101	135631	RACOR AIGNEP 5504000005	2040	               10	UN	          2.27	            22.70
	10/2021	PA04	1401130101	135632	RACOR AIGNEP 5011100007	2040	               10	UN	          3.12	            31.20
	10/2021	PA04	1401130101	136665	ARANDELA BLOQUEO P/CU—A M24	2040	               10	UN	         22.62	           226.17
	10/2021	PA04	1401130101	136666	ARANDELA CAJA M30	2040	               24	UN	          5.49	           131.65
	10/2021	PA04	1401130101	136667	TORNILLO CAB CILIN CPLAN G5.6 M30X150X2	2040	               24	UN	         58.09	         1,394.08
	10/2021	PA04	1401130101	136668	TUERCA G5.6 M30X2 DIN 4032	2040	               24	UN	          5.42	           130.18
	10/2021	PA04	1401130101	136669	TUERCA G8.8 M24X3 DIN 4032	2040	               10	UN	          3.50	            35.00
	10/2021	PA04	1401130101	136708	LAMINA HARDOX 450 3/16IN 48X96IN	2040	                1	UN	        371.07	           371.07
	10/2021	PA04	1401130101	136739	SOLDADURA E-312-16 1/8IN	2040	                5	KG	         28.95	           144.75
	10/2021	PA04	1401130101	604020	JUNTA TSNA 528 A SKF	2040	                1	UN	         30.48	            30.48
	10/2021	PA04	1401130101	604032	SILICONE TUBO GRANDE	2040	               77	UN	          6.20	           477.40
	10/2021	PA04	1401130101	604033	TEFLON	2040	               55	UN	          0.25	            13.75
	10/2021	PA04	1401130101	604042	JGO REPAR. DIAFRAGMA ASCO 175-8979	2040	                3	UN	        208.28	           624.84
	10/2021	PA04	1401130101	604045	JGO INC. MEMBRANA PRINC. ASCO C113826	2040	                6	UN	        119.00	           714.00
	10/2021	PA04	1401130101	604047	ANILLO ACEITE MOTOR 4002B1178PEG004	2040	                2	UN	        684.73	         1,369.46
	10/2021	PA04	1401130101	604048	ANILLO ACEITE GE 4002B1178PWG002	2040	                2	UN	        684.73	         1,369.46
	10/2021	PA04	1401130101	604052	JUNTA TS 52	2040	                2	UN	        189.34	           378.68
	10/2021	PA04	1401130101	604061	SELLO ANILLO 103651020004 JGO	2040	                7	UN	         94.05	           658.37
	10/2021	PA04	1401130101	604064	SELLO ANILLO V 160-S/48693	2040	                1	UN	         22.00	            22.00
	10/2021	PA04	1401130101	604102	JUNTA ANILLO 109.5/ 90.5-31.80	2040	                7	UN	        281.68	         1,971.73
	10/2021	PA04	1401130101	604108	KIT DE REEMPLAZO ROTOR SEAL 145489X	2040	                5	UN	        287.45	         1,437.25
	10/2021	PA04	1401130101	604111	ANILLO MERKEL R3038-EX 2006-0300	2040	                8	UN	          3.04	            24.35
	10/2021	PA04	1401130101	604112	V RING SEAL FORSHEDA V-160-S	2040	                5	UN	        109.08	           545.40
	10/2021	PA04	1401130101	604114	O RING SEAL A7-NS AUBURN NO ARP-568-354	2040	                1	UN	         10.20	            10.20
	10/2021	PA04	1401130101	604115	O RING SEAL A7-NS AUBURN NO ARP-568-444	2040	                1	UN	         20.40	            20.40
	10/2021	PA04	1401130101	604125	O-RING 103-55-1-0978-34	2040	               26	UN	         15.80	           410.89
	10/2021	PA04	1401130101	604126	SELLO DE ANILLO DW 103-10-1-8957-01	2040	                8	UN	        367.30	         2,938.42
	10/2021	PA04	1401130101	604132	ANILLO SEPARADOR FRB 5/215	2040	                1	UN	         18.13	            18.13
	10/2021	PA04	1401130101	604137	BLOQUE INTERMEDIO CILINDROS/541393D	2040	                5	UN	         67.33	           336.66
	10/2021	PA04	1401130101	604149	ANILLO GUIA FRB 10/440	2040	                2	UN	         25.42	            50.84
	10/2021	PA04	1401130101	604155	ANILLO DE RETENCION FRB 9.5/100	2040	                2	UN	          3.70	             7.40
	10/2021	PA04	1401130101	604157	ANILLOS DE RETENCION FRB 10/110	2040	                2	UN	          4.93	             9.85
	10/2021	PA04	1401130101	604158	SELLO CHUMACERA 55 MM TSN 512 L JGO	2040	                4	UN	         20.04	            80.14
	10/2021	PA04	1401130101	604159	OBTURACION TSN 513L JGO	2040	                2	UN	         16.44	            32.87
	10/2021	PA04	1401130101	604161	OBTURACION TSN 516L JGO	2040	                5	UN	         29.25	           146.25
	10/2021	PA04	1401130101	604167	ANILLO DE RETENCION #102877	2040	                6	UN	         19.19	           115.11
	10/2021	PA04	1401130101	604171	JUNTA EXPANSION SALIDA 5.510261	2040	                1	UN	      4,368.44	         4,368.44
	10/2021	PA04	1401130101	604172	ANILLO EN V 102875	2040	                7	UN	         39.92	           279.45
	10/2021	PA04	1401130101	604173	ANILLO EN V 102876	2040	                6	UN	         56.95	           341.68
	10/2021	PA04	1401130101	604174	ANILLO FINAL 102838	2040	                6	UN	      1,180.20	         7,081.18
	10/2021	PA04	1401130101	604178	SELLO CHUMACERA 75 MM TSN 517 L	2040	                2	UN	         20.57	            41.14
	10/2021	PA04	1401130101	604180	JUNTA FPM CSD-100	2040	                2	UN	        396.25	           792.50
	10/2021	PA04	1401130101	604182	ANILLO SEGUR A-35 DIN 471	2040	                2	UN	        187.19	           374.38
	10/2021	PA04	1401130101	604191	O-RING IBAU [COLECTORES POLVO]	2040	                6	UN	          8.66	            51.93
	10/2021	PA04	1401130101	604192	SEALING OF INSPECTION DOOR	2040	                4	UN	        293.69	         1,174.74
	10/2021	PA04	1401130101	604194	ANILLO DE JUNTA A70X90X10	2040	                2	UN	          3.60	             7.20
	10/2021	PA04	1401130101	604198	ANILLO LABERÕNTICO SUELTO ETZ-FR-LAG -4	2040	                2	UN	        172.37	           344.73
	10/2021	PA04	1401130101	604199	ANILLO LABERÕNTICO ETZ-FR-LAG -8	2040	                2	UN	        113.97	           227.93
	10/2021	PA04	1401130101	604200	JUNTA DE TOBERA	2040	                2	UN	        119.95	           239.89
	10/2021	PA04	1401130101	604202	JUNTA TORICA	2040	               10	UN	          6.16	            61.56
	10/2021	PA04	1401130101	604203	JUNTA PARA ELEMENTO DE PUERTA	2040	                1	UN	        463.26	           463.26
	10/2021	PA04	1401130101	604205	SILICONA ALTA TEMP RTV	2040	               16	UN	         18.90	           302.40
	10/2021	PA04	1401130101	604207	SELLO TSN 532 L	2040	                3	UN	         69.50	           208.50
	10/2021	PA04	1401130101	604208	ANILLO FRB-17/290	2040	                3	UN	         33.65	           100.95
	10/2021	PA04	1401130101	604211	TSN 513 LA SELLO SKF	2040	                2	UN	         17.10	            34.20
	10/2021	PA04	1401130101	604212	TSNG 510 SELLO EJE DE 1-11/16" MARCA TIM	2040	                4	UN	         15.00	            60.00
	10/2021	PA04	1401130101	604213	ANILLO FIJACION FRB 12.5/160	2040	                2	UN	          9.57	            19.14
	10/2021	PA04	1401130101	604214	SELLO CHUMACERA 3 31/16 80 MM TSN 518 L	2040	                4	UN	         27.67	           110.68
	10/2021	PA04	1401130101	604215	ARO JUNTA FIELTRO DE 45X10X13000 MM FLS	2040	                1	UN	        343.34	           343.34
	10/2021	PA04	1401130101	604216	SELLO DE CHUMACERA 50 MM TSN 511 L	2040	                3	UN	         19.06	            57.19
	10/2021	PA04	1401130101	604217	ANILLO DE LABERINTO DE ITEM 3.16	2040	                1	UN	        389.40	           389.40
	10/2021	PA04	1401130101	604218	ANILLO SEGUR A-140 DIN 471	2040	                1	UN	         11.48	            11.48
	10/2021	PA04	1401130101	604219	ANILLO LABERINTO IT4.16	2040	                2	UN	        520.75	         1,041.50
	10/2021	PA04	1401130101	604220	ANILLO SEGUR A-130 DIN 471	2040	                1	UN	         11.48	            11.48
	10/2021	PA04	1401130101	604221	ANILLO AISLADOR N∞ DE ITEM 4.52	2040	                1	UN	        197.17	           197.17
	10/2021	PA04	1401130101	604222	ANILLO DE LABERINTO N∞ DE ITEM 3.16	2040	                1	UN	        643.14	           643.14
	10/2021	PA04	1401130101	604223	ANILLO SEGUR A-180 DIN 471	2040	                1	UN	         30.47	            30.47
	10/2021	PA04	1401130101	604225	ANILLO SEGUR A-150 DIN 471	2040	                1	UN	         11.46	            11.46
	10/2021	PA04	1401130101	604226	ANILLO DE LABERINTO N∞ DE ITEM 3.16	2040	                1	UN	        206.28	           206.28
	10/2021	PA04	1401130101	604227	ANILLO AISLADOR N∞ DE ITEM 4.52	2040	                1	UN	        411.69	           411.69
	10/2021	PA04	1401130101	604228	ANILLO DE JUNTA V-70 A PERF.	2040	                2	UN	         50.00	           100.00
	10/2021	PA04	1401130101	604229	ANILLO DE GUIA FRB 5/170	2040	                2	UN	          6.78	            13.56
	10/2021	PA04	1401130101	604230	SELLO DE CHUMACERA 2 11/16 TSN 616 A	2040	                4	UN	         39.45	           157.80
	10/2021	PA04	1401130101	604233	ANILLO DE RETENCION FRB-4/120	2040	                2	UN	         16.96	            33.92
	10/2021	PA04	1401130101	604234	SELLO CHUMACERA TSN 611 L	2040	                2	UN	         21.00	            42.00
	10/2021	PA04	1401130101	604237	ANILLO DE AJUSTE X00574	2040	                6	UN	         19.43	           116.58
	10/2021	PA04	1401130101	604238	EMPAQUETADURA PRENSAESTOPAS X04111	2040	                3	UN	         17.21	            51.62
	10/2021	PA04	1401130101	604239	ANILLO DE AJUSTE DE RUEDA MANUAL X01568	2040	                4	UN	         19.43	            77.70
	10/2021	PA04	1401130101	604240	SELLO DE CHUMACERA 30 MM TSN 507 L	2040	                4	UN	         14.94	            59.76
	10/2021	PA04	1401130101	604248	SELLO DE CHUMACERA TSN 612 L	2040	                2	UN	         31.22	            62.44
	10/2021	PA04	1401130101	604250	ANILLO DE FIJACION FRB-14/215 SKF	2040	                1	UN	         13.63	            13.63
	10/2021	PA04	1401130101	604251	SELLO DE CHUMACERA 110 MM TSN 524 L	2040	                3	UN	         42.99	           128.97
	10/2021	PA04	1401130101	604259	ANILLO FRB 10/180 (12.5/130)	2040	                2	UN	         10.19	            20.38
	10/2021	PA04	1401130101	604260	SELLO TSN 515 L	2040	                2	UN	         22.14	            44.28
	10/2021	PA04	1401130101	604261	TUERCA FLS 0100 M16	2040	               50	UN	          0.57	            28.69
	10/2021	PA04	1401130101	604265	SELLO TSN 608 SKF	2040	                2	UN	         25.30	            50.60
	10/2021	PA04	1401130101	604266	SELLO MECANICO BOMBA 56A-CB4/BC3	2040	                2	UN	        875.00	         1,750.00
	10/2021	PA04	1401130101	604271	SELLO DE OBTURACION FRB 5/180	2040	                2	UN	          0.00	             0.00
	10/2021	PA04	1401130101	604278	BUJE 1-1/4X3/4X12 LOCAL	2040	                1	UN	         15.97	            15.97
	10/2021	PA04	1401130101	604280	BUJE 2X3/4 LOCAL	2040	               39	UN	          7.48	           291.72
	10/2021	PA04	1401130101	604281	BUJE 3X2 LOCAL	2040	                5	UN	          3.78	            18.90
	10/2021	PA04	1401130101	604283	BUJE 1-1/2X1-/4 LOCAL	2040	               15	UN	          2.93	            43.95
	10/2021	PA04	1401130101	604285	BUJE 2X1 LOCAL	2040	               14	UN	          1.38	            19.32
	10/2021	PA04	1401130101	604292	BUJE 1-1/2X3/4 LOCAL	2040	               18	UN	          1.40	            25.20
	10/2021	PA04	1401130101	604294	BUJE 1-1/2X1/2 LOCAL	2040	               27	UN	          0.79	            21.33
	10/2021	PA04	1401130101	604295	BUJE 2-1/2X1-1/4 LOCAL	2040	                9	UN	          5.86	            52.74
	10/2021	PA04	1401130101	604301	BUJE 3/4X1/2 C/R LOCAL	2040	               13	UN	          0.18	             2.34
	10/2021	PA04	1401130101	604306	BUJE 3/4 LOCAL	2040	               60	UN	          0.13	             7.67
	10/2021	PA04	1401130101	604308	BUJE 2-1/2 LOCAL	2040	               42	UN	          1.64	            68.88
	10/2021	PA04	1401130101	604309	BUJE 3 LOCAL	2040	               12	UN	          1.34	            16.08
	10/2021	PA04	1401130101	604325	BUJE-SUAVE BARRIL 116-77-3-2591-01/D4	2040	                1	UN	      2,034.40	         2,034.40
	10/2021	PA04	1401130101	604326	CILINDRO BUJE MACIZO 116-77-3-2592-01	2040	                1	UN	      2,711.15	         2,711.15
	10/2021	PA04	1401130101	604327	BUJE 116-77-3-2592-01/ FL SMITHD92-01/	2040	                1	UN	      1,224.95	         1,224.95
	10/2021	PA04	1401130101	604328	BUJE ROSCADO FINAL 116-77-3-2584-01	2040	                2	UN	        898.43	         1,796.86
	10/2021	PA04	1401130101	604331	BUJE KK 400 A	2040	                7	UN	        288.39	         2,018.71
	10/2021	PA04	1401130101	604404	BUJE SF 2/8 RD STEIMEL	2040	                5	UN	        190.00	           950.00
	10/2021	PA04	1401130101	604416	BUJE COT 550 880A ALSTOM	2040	                1	UN	     11,484.67	        11,484.67
	10/2021	PA04	1401130101	604417	BUJE 20F 1000A ALSTOM	2040	                1	UN	      2,662.19	         2,662.19
	10/2021	PA04	1401130101	604418	JGO REPARACION BUJE 205075	2040	                4	UN	        297.50	         1,190.00
	10/2021	PA04	1401130101	604419	BUJE BUSS 25 POLEA 701216D	2040	                1	UN	         25.87	            25.87
	10/2021	PA04	1401130101	604421	DISTANCIADOR/RIOSTRA 731164D	2040	                8	UN	         17.13	           137.05
	10/2021	PA04	1401130101	604422	FORRO 730933D	2040	                8	UN	         15.48	           123.87
	10/2021	PA04	1401130101	604423	DISTANCIADOR/RIOSTRA 731421D	2040	                8	UN	         29.51	           236.08
	10/2021	PA04	1401130101	604424	DISTANCIADOR/RIOSTRA 731437D	2040	                2	UN	         52.80	           105.59
	10/2021	PA04	1401130101	604425	BUJE TORNILLO LADO MOTOR 116-98-3-306-00	2040	                2	UN	      2,315.44	         4,630.87
	10/2021	PA04	1401130101	604432	BUJE DEL RODAMIENTO #103465	2040	                6	UN	        509.52	         3,057.13
	10/2021	PA04	1401130101	604434	BUJE DE DESGASTE CON ALETAS 105123	2040	                1	UN	      1,643.91	         1,643.91
	10/2021	PA04	1401130101	604438	BUJE 103469	2040	                5	UN	      1,477.84	         7,389.20
	10/2021	PA04	1401130101	604443	BUJE DE VALVULA 1622 1797 00	2040	                1	UN	          6.00	             6.00
	10/2021	PA04	1401130101	604449	QD BUSHING BORE SF- 60 MM	2040	                1	UN	         67.50	            67.50
	10/2021	PA04	1401130101	604451	CABEZA FINAL 114600	2040	                1	UN	      7,004.42	         7,004.42
	10/2021	PA04	1401130101	604452	BUJE DE DESGASTE NO DIVIDIDO 103466	2040	                2	UN	      2,302.61	         4,605.21
	10/2021	PA04	1401130101	604453	BUJE DE DESGASTE DIVIDIDO 103467	2040	                2	UN	      3,187.21	         6,374.41
	10/2021	PA04	1401130101	604454	BUJE DE FIJACION DE RODAMIENTO 105120	2040	                1	UN	        505.71	           505.71
	10/2021	PA04	1401130101	604457	BUJE MANGUITO 70 MM H-2316	2040	                2	UN	         40.18	            80.36
	10/2021	PA04	1401130101	604458	BUJE MANGUITO DE 50 MM H-211	2040	                1	UN	          9.50	             9.50
	10/2021	PA04	1401130101	604463	BUJE MANGUITO DE 30 MM H-207	2040	                2	UN	         24.58	            49.16
	10/2021	PA04	1401130101	604464	BUJE KK-E-OP1(3) NEOPRENO	2040	                5	UN	         72.65	           363.24
	10/2021	PA04	1401130101	604467	ANILLO DE RETENCION FRB 5/140	2040	                2	UN	          4.63	             9.26
	10/2021	PA04	1401130101	604468	BUJE H-2312	2040	                2	UN	         43.90	            87.80
	10/2021	PA04	1401130101	604469	BUJE MANGUITO H 315	2040	                2	UN	         73.23	           146.46
	10/2021	PA04	1401130101	604471	CUBO ACOPLAMIENTO RIGIDO KAESER	2040	                2	UN	        694.57	         1,389.14
	10/2021	PA04	1401130101	604475	BUJE TAPER MARTIN 2517 38MM	2040	                1	UN	         35.00	            35.00
	10/2021	PA04	1401130101	604478	BUJE MANGUITO H213	2040	                2	UN	          0.00	             0.00
	10/2021	PA04	1401130101	604481	RUEDA TREN LHJ5-93-OP4 A2 JGO	2040	                1	UN	      3,990.33	         3,990.33
	10/2021	PA04	1401130101	604493	EJE MOTOR 741342D	2040	                1	UN	        215.95	           215.95
	10/2021	PA04	1401130101	604498	SHAFTS + PC. BEAM	2040	                1	UN	      5,498.05	         5,498.05
	10/2021	PA04	1401130101	604499	ALOJAMIENTO DE CU—A 93031544	2040	                2	UN	        939.76	         1,879.52
	10/2021	PA04	1401130101	604502	EJE DE TENSION COMPLETO 20833251 AUMUND	2040	                1	UN	      8,342.33	         8,342.33
	10/2021	PA04	1401130101	604503	SOPORTE DE BRIDA FYTB 20 TF MM 750952Z	2040	                3	UN	         14.77	            44.31
	10/2021	PA04	1401130101	604517	PORTACOJINETE 1-1/4	2040	                6	UN	         37.50	           225.00
	10/2021	PA04	1401130101	604530	CAJA SOPORTE SD 3152	2040	                1	UN	      2,500.00	         2,500.00
	10/2021	PA04	1401130101	604533	AMORTIGUADOR CHOQUE 63362	2040	                1	UN	      2,780.07	         2,780.07
	10/2021	PA04	1401130101	604534	COJINETE SKF 6309-2RS 750244Z	2040	                2	UN	         27.88	            55.76
	10/2021	PA04	1401130101	604539	ZAPATA INCLUYE RIELES GUIA 5.51025	2040	                2	UN	     10,892.03	        21,784.06
	10/2021	PA04	1401130101	604540	ZAPATA CORREDERA INCL.GUIA RIEL 5.510256	2040	                2	UN	     10,893.25	        21,786.50
	10/2021	PA04	1401130101	604570	JGO DE GUARNICIONES 651592Z	2040	               32	UN	         52.86	         1,691.62
	10/2021	PA04	1401130101	604572	BLOQUE SOPORTE 6061191	2040	                3	UN	        306.00	           918.00
	10/2021	PA04	1401130101	604586	CAJA DE RODAMIENTO SNL511-609	2040	                2	UN	         85.98	           171.95
	10/2021	PA04	1401130101	604588	CAJA DE RODAMIENTO SNL 512-610	2040	                2	UN	         71.87	           143.74
	10/2021	PA04	1401130101	604589	CAJA DE RODAMIENTO SNL513-611	2040	                2	UN	        122.08	           244.16
	10/2021	PA04	1401130101	604590	MANGUITO H313	2040	                2	UN	         29.93	            59.86
	10/2021	PA04	1401130101	604591	CAJA DE RODAMIENTO SNL 516-613	2040	                2	UN	        183.12	           366.24
	10/2021	PA04	1401130101	604595	CHUMACERA UCP / DIAMETRO DE EJE 60 MM	2040	                3	UN	         44.35	           133.05
	10/2021	PA04	1401130101	604596	CHUMACERA UCP / DIAMETRO DE EJE 70 MM	2040	                2	UN	        380.88	           761.76
	10/2021	PA04	1401130101	604599	CHUMACERA UCP / DIAMETRO DE EJE 100 MM	2040	                2	UN	        873.68	         1,747.36
	10/2021	PA04	1401130101	604600	CHUMACERA UCP / DIAMETRO DE EJE 115 MM	2040	                1	UN	      1,336.02	         1,336.02
	10/2021	PA04	1401130101	604601	CHUMACERA UCP / DIAMETRO DE EJE 135 MM	2040	                2	UN	      1,962.08	         3,924.16
	10/2021	PA04	1401130101	604602	DISTANCIADOR RIOSTRA 730548D	2040	                1	UN	         11.67	            11.67
	10/2021	PA04	1401130101	604603	SOPORTE 511695D	2040	                2	UN	        231.80	           463.59
	10/2021	PA04	1401130101	604609	TUBO 562040D PER VENTOSA OTTONE	2040	                3	UN	         33.29	            99.88
	10/2021	PA04	1401130101	604612	CHUMACERA TPB7BB- MARTIN	2040	                1	UN	        943.03	           943.03
	10/2021	PA04	1401130101	604614	CHUMACERA DE PARED VALV FILTRO	2040	               12	UN	         84.29	         1,011.44
	10/2021	PA04	1401130101	604615	MANGUITO IT30 COLLAR 132923-PRT	2040	                1	UN	      1,282.91	         1,282.91
	10/2021	PA04	1401130101	604616	JGO DE GUARNICIONES PARKER 650757Z	2040	                3	UN	         93.32	           279.96
	10/2021	PA04	1401130101	604617	GORRON (HANGERS STYLE 2163)	2040	                2	UN	        145.00	           290.00
	10/2021	PA04	1401130101	604618	EJE (COUPLING CC3 SHAFT DIAM 1 1/2)	2040	                2	UN	         43.00	            86.00
	10/2021	PA04	1401130101	604622	JGO DE GUARNICIONES 650760Z	2040	                4	UN	        141.61	           566.45
	10/2021	PA04	1401130101	604623	SUPPORT CAGE IBAU HAMBURG	2040	               83	UN	         58.01	         4,814.46
	10/2021	PA04	1401130101	604626	MANGUITO ETZ- FK-CAP-CON -1.2	2040	                6	UN	        352.75	         2,116.52
	10/2021	PA04	1401130101	604630	FLEX TERMINAL BASE	2040	                1	UN	        188.14	           188.14
	10/2021	PA04	1401130101	604633	JGO SEGMENTO RUEDA INFERIOR	2040	                1	UN	      1,629.19	         1,629.19
	10/2021	PA04	1401130101	604634	JGO SEGMENTO RUEDA SUP. 563-EC2	2040	                1	UN	      1,987.58	         1,987.58
	10/2021	PA04	1401130101	604635	JGO SEGMENTO RUEDA INF. 563-EC2	2040	                1	UN	      1,629.42	         1,629.42
	10/2021	PA04	1401130101	604637	JGO SEGMENTO RUEDA INF. 563-EC1	2040	                1	UN	      1,628.62	         1,628.62
	10/2021	PA04	1401130101	604638	JGO MANGUITOS SOPORTE 4.021237 UNI-2	2040	                1	UN	      3,187.72	         3,187.72
	10/2021	PA04	1401130101	604641	SELLO CHUMACERA 90MM TSN 520 L	2040	                1	UN	         36.00	            36.00
	10/2021	PA04	1401130101	604643	SOPORTE SNL 510-608 CAJA MARCA SKF	2040	                2	UN	         73.40	           146.80
	10/2021	PA04	1401130101	604645	ANILLOS DE RETENCION FRB-9/90	2040	                2	UN	          5.39	            10.78
	10/2021	PA04	1401130101	604646	SOPORTE SNH 518-615	2040	                2	UN	        220.63	           441.26
	10/2021	PA04	1401130101	604647	MANGUITO H318	2040	                2	UN	        108.58	           217.16
	10/2021	PA04	1401130101	604649	CHUMACERA F4B-SCM-115 DODGE	2040	                1	UN	        135.00	           135.00
	10/2021	PA04	1401130101	604650	TENSIONADORES RASCADORES BANDAS 532-BT2	2040	                1	UN	      1,000.65	         1,000.65
	10/2021	PA04	1401130101	604652	ANILLOS DE CHUMACERA FRB-11.5/100	2040	                4	UN	          9.10	            36.40
	10/2021	PA04	1401130101	604653	BLOQUE 541395D VENTOMATIC	2040	                5	UN	        108.74	           543.68
	10/2021	PA04	1401130101	604657	SOPORTE TENSOR SKF TU 40 TF - 950950Z	2040	                2	UN	        198.25	           396.50
	10/2021	PA04	1401130101	604658	TUBO DE SOPORTE 40/28X900MM- 4.080830	2040	                3	UN	        300.65	           901.94
	10/2021	PA04	1401130101	604659	BRIDA CONEXION Y TORNILLOS 3.122006 JGO	2040	                1	UN	        772.66	           772.66
	10/2021	PA04	1401130101	604660	BRIDA EMPAQ Y TORNILLOS 4.018910 A/B JGO	2040	                1	UN	        143.97	           143.97
	10/2021	PA04	1401130101	604662	BRIDA 651196Z VENTOMATIC	2040	                2	UN	      1,583.15	         3,166.30
	10/2021	PA04	1401130101	604665	GORRON TUBO ACERO COLADO 2.082089	2040	                4	UN	        810.34	         3,241.35
	10/2021	PA04	1401130101	604672	CUBO/EJE DE GUIA 741564D VENTOMATIC	2040	                3	UN	        229.56	           688.67
	10/2021	PA04	1401130101	604673	CAJA SOPORTE SNL 524-620 SKF	2040	                1	UN	        458.25	           458.25
	10/2021	PA04	1401130101	604674	BUJES MANGUITOS 110 MM H-3124	2040	                1	UN	        279.20	           279.20
	10/2021	PA04	1401130101	604675	GUIA SACO 551954D VENTOMATIC	2040	                2	UN	        982.71	         1,965.41
	10/2021	PA04	1401130101	604676	CHUMACERA COMPLETA FSAF 22517 TIMKEN	2040	                1	UN	      1,220.00	         1,220.00
	10/2021	PA04	1401130101	604683	CHUMACERA UCT-206-D1	2040	                1	UN	         45.94	            45.94
	10/2021	PA04	1401130101	604685	SOPORTE SY 30 TF 750932Z	2040	                2	UN	         34.00	            68.00
	10/2021	PA04	1401130101	604686	SOPORTE TU 35 TF 750949Z	2040	                4	UN	         48.50	           194.00
	10/2021	PA04	1401130101	604688	SOPORTE VENTOMATIC 750933Z(COM 630905)	2040	                2	UN	         33.50	            67.00
	10/2021	PA04	1401130101	604689	SOPORTE RODAMIENTO FIJO X-250 105110-PRT	2040	                1	UN	      7,023.82	         7,023.82
	10/2021	PA04	1401130101	604693	CAJA RODAMIENTO COMP SE 510-608 SKF JGO	2040	                2	UN	        220.81	           441.62
	10/2021	PA04	1401130101	604694	SOPORTE CHUMACERA FLANG FBTA18583-MC SCF	2040	                2	UN	        222.65	           445.30
	10/2021	PA04	1401130101	604695	ESTRUCTURA DEL TENSOR POLEA TENSORA	2040	                1	UN	      1,831.89	         1,831.89
	10/2021	PA04	1401130101	604696	CHUMACERA TENSORA ADAPTACION SENSOR	2040	                1	UN	      5,418.57	         5,418.57
	10/2021	PA04	1401130101	604699	GRUPO SOPORTE 510063Z VENTOMATIC	2040	                1	UN	      1,325.55	         1,325.55
	10/2021	PA04	1401130101	604700	CHUMACERA SOPORTE SYR 1-11/16 H SKF	2040	                1	UN	        212.86	           212.86
	10/2021	PA04	1401130101	604702	MANGUITO H-213 SKF	2040	                2	UN	          0.00	             0.00
	10/2021	PA04	1401130101	604704	SOPORTE DE RODAMIENTO F207	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	604705	SOPORTE DE RODAMIENTO† F 210	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	604706	SOPORTE DE RODAMIENTO† UCP 209-27	2040	                2	UN	          0.00	             0.00
	10/2021	PA04	1401130101	604707	SOPORTE DE RODAMIENTO† UCT210-115D1	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	604770	PORTAEMPAQUETADURA HIERRO FUND.T4.0195	2040	                2	UN	         90.01	           180.02
	10/2021	PA04	1401130101	604774	EMPAQUE CONECTOR AIRE 412324-03	2040	               10	UN	         22.68	           226.79
	10/2021	PA04	1401130101	604828	EMPAQUE DE RODAMIENTO 103-10-1-8486-21	2040	                4	UN	         73.61	           294.44
	10/2021	PA04	1401130101	604834	KIT ACOPLE FALK 1130 T	2040	                3	UN	        106.04	           318.12
	10/2021	PA04	1401130101	604837	PIEZA DE ARNES 40	2040	                1	UN	        687.94	           687.94
	10/2021	PA04	1401130101	604838	KIT BOMBA STEIMEL SF6-180RD F	2040	                2	UN	      2,720.00	         5,440.00
	10/2021	PA04	1401130101	604839	JGO DE JUNTA 549000 26100	2040	                2	UN	        445.00	           890.00
	10/2021	PA04	1401130101	604840	MIXER LVD+WP 1MV SPS 1021-500-10125 COEN	2040	                5	UN	        977.21	         4,886.04
	10/2021	PA04	1401130101	604841	RESTRICTOR OIL N1 MV SPS 1021-315-13K	2040	                3	UN	        512.18	         1,536.53
	10/2021	PA04	1401130101	604842	MIXERSLEEVE 1MV LEDLOY 1021-238-6.141	2040	                3	UN	        400.18	         1,200.55
	10/2021	PA04	1401130101	604843	LOCKNUT 1MV LEDLOY 1021-011-01 COEN	2040	                5	UN	        498.46	         2,492.29
	10/2021	PA04	1401130101	604844	GASKET 1MV HD TO SKT COP CLAD 1021-033-0	2040	               45	UN	         12.89	           579.95
	10/2021	PA04	1401130101	604845	ENGRANAJE NORD P/N 2030; Z=16	2040	                3	UN	        280.00	           840.00
	10/2021	PA04	1401130101	604846	ENGRANAJE NORD P/N 3030; Z=50	2040	                3	UN	        290.00	           870.00
	10/2021	PA04	1401130101	604847	ENGRANAJE NORD P/N 0040; Z=24	2040	                2	UN	        330.00	           660.00
	10/2021	PA04	1401130101	604848	ENGRANAJE NORD P/N 1050; Z=65	2040	                3	UN	        500.00	         1,500.00
	10/2021	PA04	1401130101	604850	KIT PARA REPARAR BANDA FEEDER	2040	                1	UN	      9,588.77	         9,588.77
	10/2021	PA04	1401130101	604851	KIT DE DRENADOR MECANICO 2901 0712 00	2040	                2	UN	        450.00	           900.00
	10/2021	PA04	1401130101	604852	JGO DE BALINERAS A 10V71-R910942250	2040	                2	UN	        360.29	           720.57
	10/2021	PA04	1401130101	604853	KIT REPARAC MENOR BOMBA STEIMEL SF6-180	2040	                2	UN	        620.00	         1,240.00
	10/2021	PA04	1401130101	604854	KIT REDUCTOR FLENDER KAS 108A 132	2040	                1	UN	        990.00	           990.00
